username,platform,label,follower_count,following_count,friends_count,posts_count,account_age_days,has_profile_photo,has_cover_photo,bio_length,username_digit_ratio,username_length,friend_request_mutuals,profile_completeness,avg_likes_per_post,posts_per_week
bot_new849757,facebook,fake,72,1164,11,4,32,0,1,52,0.4615,13,1,0.4731,1.46,0.917
marco_nair,instagram,real,1519,363,26,60,535,1,1,61,0.0,10,4,0.9612,392.88,0.782
follow5417069,instagram,fake,9,3182,9,2,43,0,0,36,0.5385,13,5,0.2715,2.65,0.363
lucia.santos2,instagram,real,92,230,31,5,1974,0,1,9,0.0769,13,40,0.5392,13.05,0.017
priya.alvarez2,facebook,real,372,188,378,83,2048,1,0,138,0.0714,14,8,0.8333,50.55,0.284
accnew963,facebook,fake,6,603,50,24,7,0,0,40,0.3333,9,1,0.354,2.87,12.393
q780283,instagram,fake,22,620,8,10,38,1,0,40,0.8571,7,0,0.4749,3.84,1.79
maya_berg3,twitter,real,1882,330,18,407,1312,1,1,175,0.1,10,8,1.0,29.27,2.174
priya_rao3,facebook,real,168,132,379,47,2236,1,1,18,0.1,10,7,0.8708,14.38,0.148
acc_new28059,twitter,fake,60,793,1,47,939,1,0,22,0.4167,12,1,0.7123,0.72,0.349
samir.iyer,facebook,real,98,368,303,37,1719,1,1,91,0.0,10,11,0.9858,25.03,0.149
bot_new7266,instagram,fake,6,1656,12,3,6,0,0,0,0.3636,11,1,0.1799,1.25,15.056
newnew43956,facebook,fake,3,823,73,9,60,0,0,36,0.4545,11,2,0.3049,3.6,0.993
noah_park,facebook,real,270,149,240,5,501,0,0,18,0.0,9,7,0.3931,3.71,0.073
anikaweiss2,instagram,real,2190,230,61,139,763,1,0,133,0.0909,11,8,0.8333,78.51,1.273
meerakhan5,instagram,fake,6,760,7,25,973,1,0,34,0.1,10,2,0.6748,2.66,0.181
elenaweiss3,facebook,fake,3,408,59,3,50,0,0,14,0.0909,11,1,0.2316,0.97,0.456
freya_alvarez92,instagram,real,2007,430,22,83,1143,1,1,32,0.1333,15,15,0.8994,69.69,0.51
amara_dsouza2,facebook,real,392,152,450,93,938,1,0,211,0.0769,13,73,0.8333,34.07,0.691
aisha.chen,instagram,real,1625,232,24,72,845,1,1,101,0.0,10,17,1.0,69.14,0.594
aisha.singh,twitter,real,72,517,12,12,906,0,0,19,0.0,11,33,0.4213,0.92,0.091
zara.nguyen,instagram,real,81,85,19,3,42,1,1,111,0.0,11,2,0.7002,12.07,0.575
zara.vale98,instagram,real,8310,229,16,91,798,1,0,69,0.1818,11,12,0.81,8.33,0.799
noah_hassan,twitter,real,1396,105,8,320,1016,1,1,65,0.0,11,10,0.9696,4.08,2.203
rohan_moreau,instagram,real,284,134,60,6,4793,1,0,0,0.0,12,14,0.5269,4.96,0.009
zara.khan,twitter,real,56,275,21,114,1575,0,0,33,0.0,9,11,0.5688,13.1,0.506
luciavale7,instagram,fake,47,1098,10,4,29,1,0,37,0.1,10,1,0.4401,1.54,0.988
leilamoreau1,facebook,fake,6,493,18,1,10,0,0,0,0.0833,12,1,0.1745,2.4,0.542
freya.vale3,facebook,real,342,147,223,36,2426,1,1,137,0.0909,11,15,0.9819,49.21,0.103
jonas.okoye2,facebook,real,104,174,422,5,532,1,1,20,0.0833,12,4,0.7273,5.06,0.06
anikamoreau,instagram,real,361,206,18,52,346,0,1,4,0.0,11,9,0.6663,34.18,1.045
aditya.iyer,twitter,real,312,167,16,485,1136,1,0,102,0.0,11,26,0.8333,17.48,2.992
promo.win0431799,instagram,fake,24,1066,28,3,17,1,1,0,0.4375,16,1,0.5206,3.58,1.27
new_55864,facebook,fake,16,879,36,4,15,1,0,24,0.5556,9,2,0.4062,2.0,1.765
theo.chen2,twitter,real,51,271,25,12,30,1,0,115,0.1,10,1,0.5633,2.93,2.78
acc80797,twitter,fake,4,1287,2,5,50,1,0,25,0.625,8,6,0.4308,1.11,0.75
tmp_865433,facebook,fake,20,357,30,2,17,0,0,33,0.6,10,1,0.2521,2.45,0.935
tmpnew306861,instagram,fake,25,510,3,4,14,0,0,22,0.5,12,2,0.2363,1.88,1.989
ninadsouza2,instagram,real,601,392,22,173,203,1,0,85,0.0909,11,16,0.7594,70.11,5.96
theo.weiss3,instagram,real,31,233,46,87,955,1,1,168,0.0909,11,15,1.0,143.47,0.635
zara.park,twitter,real,148,145,7,38,229,1,0,80,0.0,9,10,0.7611,6.42,1.154
tmp.acc45530,facebook,fake,10,996,5,6,131,1,0,48,0.4167,12,2,0.5202,1.38,0.342
aditya.okoye,instagram,real,524,97,13,108,991,1,0,150,0.0,12,60,0.8333,38.08,0.763
nina_costa2,facebook,real,659,101,436,98,753,1,1,71,0.0909,11,65,0.9818,31.89,0.913
xx_official9817,instagram,fake,62,2143,14,4,23,0,0,37,0.2667,15,3,0.269,0.97,1.091
devchen7,facebook,fake,10,448,22,58,392,1,0,11,0.125,8,1,0.6903,6.57,1.039
maya.rao2,facebook,real,33,205,576,176,4926,1,1,60,0.1111,9,13,0.9593,77.52,0.25
deal_real9097,twitter,fake,8,629,5,4,23,1,0,44,0.3077,13,2,0.4534,2.71,1.322
deal_0529799,facebook,fake,31,412,48,8,39,1,0,25,0.5833,12,2,0.4354,1.18,1.377
anika_brook98,instagram,real,681,593,61,232,814,0,1,109,0.1538,13,5,0.8333,180.68,1.998
marcodsouza2,twitter,real,1868,338,8,789,1308,1,1,116,0.0833,12,23,1.0,41.46,4.222
id_deal369,instagram,fake,2,4833,4,3,74,1,0,15,0.3,10,1,0.4121,8.29,0.325
hugo_dsouza90,instagram,real,606,749,25,357,1379,1,1,119,0.1538,13,25,1.0,78.7,1.812
devberg94,facebook,real,186,313,346,46,912,1,1,90,0.2222,9,11,1.0,16.28,0.354
id.88221,facebook,fake,5,1286,21,2,24,1,0,18,0.625,8,1,0.3908,3.35,0.598
botnew11246,twitter,fake,6,1548,3,9,79,0,0,4,0.4545,11,1,0.2508,1.87,0.828
omar_vale2,facebook,real,743,249,425,115,495,1,1,77,0.1,10,7,0.9932,19.53,1.632
new_xx019,twitter,fake,15,1384,12,24,2070,1,0,36,0.3333,9,2,0.6729,0.97,0.08
samirvale,instagram,real,1594,255,89,61,455,1,0,88,0.0,9,6,0.8333,390.31,0.935
meera.weiss,facebook,real,89,102,289,133,695,1,1,87,0.0,11,12,1.0,14.75,1.343
new_229492,facebook,fake,15,621,27,25,1674,1,0,28,0.6,10,2,0.6626,0.8,0.105
tmp_6306927,instagram,fake,31,3932,4,3,4,1,0,0,0.6364,11,1,0.3479,2.19,12.313
samir_vale3,facebook,real,93,60,747,16,1290,1,1,174,0.0909,11,35,0.8998,7.48,0.087
follow.2225,instagram,fake,557,1649,1,33,40,1,0,136,0.3636,11,5,0.6553,13.93,5.755
omarchen,facebook,real,1146,136,477,45,1533,1,1,207,0.0,8,17,1.0,49.18,0.205
bot80402,facebook,fake,10,618,42,1,16,0,1,18,0.625,8,2,0.383,8.35,0.572
dev.moreau,twitter,real,490,272,10,197,1016,1,0,42,0.0,10,9,0.7537,3.05,1.361
kaiokoye32,facebook,fake,7,1035,47,1,33,1,0,3,0.2,10,3,0.3583,2.7,0.134
omar_okoye2,facebook,real,138,183,195,9,41,1,1,121,0.0909,11,3,0.7211,9.2,1.464
bot_15459,twitter,fake,14,1250,9,0,29,1,0,27,0.5556,9,0,0.4043,1.49,0.103
clara_rao,facebook,real,457,313,444,123,674,1,1,21,0.0,9,51,0.8777,8.31,1.273
id.4720,facebook,fake,11,2526,21,16,11,0,0,0,0.5714,7,3,0.2388,6.4,10.248
follow.82835,twitter,fake,1,1103,3,15,6,0,0,19,0.4167,12,3,0.273,0.7,6.296
lucia_nguyen2,facebook,real,418,195,236,55,1012,1,1,45,0.0769,13,42,0.9279,33.96,0.379
bot.promo059,instagram,fake,14,1281,5,2,49,1,0,14,0.25,12,2,0.3955,0.56,0.333
freyavale2,twitter,real,241,76,19,22,11,1,0,64,0.1,10,1,0.5628,4.82,13.833
dealnet060,facebook,fake,3,460,25,20,9,0,0,27,0.3,10,1,0.3113,2.09,8.448
noah_kade2,facebook,real,89,135,530,33,771,1,1,102,0.1,10,18,0.9726,12.67,0.303
net_user106,twitter,fake,10,1073,9,4,59,1,0,0,0.2727,11,1,0.377,1.84,0.478
usernet3612737,facebook,fake,8,1211,50,4,66,1,0,0,0.5,14,1,0.3816,0.83,0.461
aisha.iyer90,instagram,real,388,748,82,61,413,1,0,0,0.1667,12,18,0.6667,29.39,1.038
meera_nguyen2,instagram,real,1483,333,11,18,51,1,0,118,0.0769,13,4,0.6,9.03,2.526
clarasingh8,facebook,fake,16,477,24,1,5,1,1,26,0.0909,11,2,0.5594,3.17,0.787
q094,twitter,fake,46,1433,7,2,29,0,0,25,0.75,4,1,0.2409,2.3,0.488
netnet1307,facebook,fake,14,339,47,4,29,0,0,29,0.4,10,1,0.2568,1.0,0.929
samirdsouza,facebook,real,232,85,461,2,518,1,1,19,0.0,11,6,0.7145,3.29,0.03
marco.alvarez,instagram,real,1181,186,12,531,594,1,1,170,0.0,13,59,1.0,73.86,6.257
deal_3931,facebook,fake,17,414,13,9,28,1,0,0,0.4444,9,2,0.385,1.65,2.336
official_6458728,instagram,fake,32,3124,5,2,23,0,0,0,0.4375,16,2,0.1841,8.82,0.507
leo_khan4,facebook,real,248,162,355,22,416,1,1,143,0.1111,9,18,0.9241,14.72,0.366
devchen,facebook,real,277,100,114,4,628,1,1,5,0.0,7,26,0.6953,0.32,0.047
amaravale1,instagram,fake,13,2170,12,3,27,1,0,0,0.1,10,3,0.3601,0.42,0.899
maya.iyer2,instagram,real,857,403,17,23,1815,1,0,53,0.1,10,34,0.7062,102.17,0.088
elenaberg3,instagram,real,598,257,29,16,10,1,0,87,0.1,10,1,0.5714,37.04,11.227
priyabrook,twitter,real,190,149,29,2,22,1,1,3,0.0,10,1,0.5242,0.15,0.538
winfollow691452,twitter,fake,24,1548,1,12,10,0,0,21,0.4,15,3,0.2668,2.71,8.727
jonasiyer6,facebook,fake,26,1015,18,6,74,0,0,20,0.1,10,1,0.2653,2.73,0.541
official_589484,instagram,fake,20,1555,17,16,476,1,0,33,0.4,15,2,0.6348,7.48,0.234
q7841246,facebook,fake,7,951,20,1,57,0,0,30,0.875,8,1,0.2608,2.27,0.179
arjunkade6,facebook,fake,13,694,40,35,1267,1,0,6,0.1,10,2,0.657,1.55,0.192
mayamoreau3,facebook,fake,14,1911,17,5,32,0,1,10,0.0909,11,1,0.3883,1.67,0.995
win_63880,instagram,fake,21,786,8,8,33,0,0,73,0.5556,9,2,0.3671,1.05,1.712
xxpromo8418342,facebook,fake,7,814,19,7,9,1,0,6,0.5,14,2,0.38,3.37,5.517
xxxx8074137,instagram,fake,26,562,17,10,72,0,0,16,0.6364,11,2,0.2751,2.05,0.975
felixvale3,twitter,real,202,236,10,19,54,1,1,74,0.1,10,2,0.7554,7.33,2.409
realxx7125882,twitter,fake,2,3750,3,13,20,1,0,17,0.5385,13,2,0.4337,0.99,4.612
netnew7295515,facebook,fake,79,638,12,48,1266,1,0,50,0.5385,13,1,0.7718,0.94,0.266
arjun_berg3,instagram,real,212,496,112,18,11,1,0,105,0.0909,11,4,0.5794,11.57,11.354
dev_nair,twitter,real,523,219,14,22,41,1,0,62,0.0,8,1,0.5726,6.75,3.754
jonasnguyen,facebook,real,22,112,277,11,672,1,1,122,0.0,11,10,0.8789,4.4,0.114
omar.vale,instagram,real,921,278,15,147,1047,1,0,174,0.0,9,22,0.8333,43.28,0.981
hugovale22,facebook,fake,29,942,18,3,18,0,0,39,0.2,10,3,0.2673,3.33,1.017
official.286,twitter,fake,15,800,4,7,37,0,0,28,0.25,12,2,0.2717,3.39,1.315
deal4969,instagram,fake,378,1086,22,48,109,1,1,53,0.5,8,7,0.8265,30.35,3.072
bot77625,twitter,fake,3,2580,10,6,60,1,1,18,0.625,8,2,0.5896,1.83,0.676
lucia.singh,instagram,real,252,156,48,7,551,1,0,66,0.0,11,44,0.6682,25.99,0.095
omar_moreau,instagram,real,265,707,12,19,43,1,0,145,0.0,11,3,0.598,4.07,3.061
win_707363,facebook,fake,37,741,29,23,485,1,0,32,0.6,10,2,0.6646,2.52,0.338
rohansantos3,twitter,fake,5,1161,17,16,88,0,0,0,0.0833,12,1,0.2727,1.99,1.257
hugocosta2,instagram,real,501,136,29,53,614,1,1,64,0.1,10,8,0.9673,44.61,0.609
leohassan2,instagram,real,1380,233,7,143,588,1,1,100,0.1,10,25,1.0,1377.7,1.697
amara_moreau,twitter,real,221,295,4,138,1855,1,0,99,0.0,12,31,0.8333,65.81,0.52
xxuser111465,facebook,fake,2,715,30,40,1552,1,0,0,0.5,12,2,0.6667,1.13,0.181
leilaokoye,facebook,real,649,315,144,141,696,1,1,56,0.0,10,33,0.9505,27.01,1.42
follow_id19913,instagram,fake,18,2306,20,11,25,1,1,25,0.3571,14,6,0.6109,1.52,3.152
qq066934,instagram,fake,235,1635,22,2,24,0,0,39,0.75,8,2,0.2672,5.4,0.627
noah.vale,facebook,real,144,190,291,113,620,1,1,99,0.0,9,16,1.0,29.2,1.276
deal_bot87843,facebook,fake,29,1500,40,41,809,1,1,40,0.3846,13,1,0.9163,1.63,0.357
aisha.brook2,twitter,real,290,467,4,455,613,1,0,170,0.0833,12,12,0.8333,57.05,5.201
anika.singh99,facebook,real,76,198,465,35,1399,1,1,57,0.1538,13,8,0.929,50.85,0.173
rohanbrook2,twitter,real,208,273,11,73,753,1,1,149,0.0909,11,24,1.0,9.97,0.679
promonet472889,facebook,fake,428,1050,8,55,85,1,0,120,0.4286,14,3,0.7055,24.89,4.535
kai_santos,instagram,real,414,179,57,32,187,1,0,113,0.0,10,33,0.7172,8.51,1.184
bot.user16905,facebook,fake,6,1358,23,2,13,0,1,2,0.3846,13,4,0.3536,2.93,1.289
official.tmp243,twitter,fake,6,651,5,24,1496,1,0,39,0.2,15,1,0.6819,1.08,0.112
samir.brook,instagram,real,495,282,10,263,453,1,1,106,0.0,11,6,1.0,25.07,4.066
freya.santos2,twitter,real,594,161,35,5,53,1,1,152,0.0769,13,6,0.7101,4.37,0.609
bot.028579,facebook,fake,164,909,31,1,119,0,0,20,0.6,10,2,0.2662,1.75,0.061
theo.alvarez,instagram,real,1489,122,32,89,2552,1,1,97,0.0,12,7,1.0,19.41,0.243
user_535179,instagram,fake,42,1205,1,8,15,0,1,1,0.5455,11,2,0.3748,2.97,3.558
omarrao7,twitter,fake,33,571,3,5,49,0,0,8,0.125,8,1,0.2261,0.47,0.663
marcomoreau3,facebook,fake,20,940,17,1,34,0,0,18,0.0833,12,5,0.2251,2.88,0.249
id.acc205,facebook,fake,504,935,22,64,41,1,1,78,0.3333,9,8,0.8479,5.33,10.843
leo.berg,twitter,real,390,104,8,48,98,1,1,124,0.0,8,10,0.8781,2.22,3.447
deviyer,twitter,real,1139,60,4,150,1717,1,0,115,0.0,7,11,0.8333,15.67,0.611
userdeal948,facebook,fake,64,849,4,2,14,0,0,11,0.2727,11,2,0.2024,1.05,0.856
meera_hassan,instagram,real,17429,391,21,10,1569,1,0,9,0.0,12,11,0.5624,17.46,0.046
leilaokoye2,facebook,real,88,116,338,18,43,0,1,99,0.0909,11,1,0.5965,16.26,3.004
meeradsouza8,instagram,fake,29,881,9,6,36,0,0,26,0.0833,12,2,0.2619,3.4,1.125
anika_khan,instagram,real,607,62,37,190,827,1,0,84,0.0,10,12,0.8333,198.75,1.605
tmp_net79488,facebook,fake,24,479,18,7,76,0,1,14,0.4167,12,1,0.4269,3.98,0.68
meera_weiss,twitter,real,40,194,3,807,255,1,1,138,0.0,11,18,0.9498,9.36,22.161
elenakade2,instagram,real,3007,206,20,62,202,1,1,114,0.1,10,96,0.9256,28.94,2.153
deal_4053396,facebook,fake,21,517,6,2,61,0,1,11,0.5833,12,1,0.3927,2.36,0.254
meera.berg2,instagram,real,344,201,44,69,559,1,0,124,0.0909,11,21,0.8333,199.82,0.864
siennakade,twitter,real,101,282,22,254,197,1,0,75,0.0,10,28,0.7472,24.32,9.01
real.win859,instagram,fake,34,1654,17,26,1044,1,1,26,0.2727,11,1,0.8284,2.2,0.174
omar.nguyen2,twitter,real,3134,318,11,18,23,1,1,38,0.0833,12,6,0.6663,4.52,5.601
theovale2,twitter,real,79,168,26,125,323,0,1,75,0.1111,9,20,0.8044,11.25,2.704
samirsantos1,facebook,fake,4,929,12,3,93,0,0,55,0.0833,12,1,0.3347,1.66,0.204
netid9034,twitter,fake,23,855,4,3,23,0,0,42,0.4444,9,0,0.2769,1.63,0.886
kaipark5,instagram,fake,7,820,3,2,48,1,1,40,0.125,8,4,0.6157,2.14,0.356
net_user7686,facebook,fake,8,953,25,3,8,0,0,36,0.3333,12,2,0.2569,0.98,2.526
ravikade7,instagram,fake,28,2098,14,17,1998,1,0,13,0.1111,9,5,0.597,1.62,0.059
zaramoreau,instagram,real,990,234,14,133,329,1,1,77,0.0,10,25,0.9776,458.79,2.835
followdeal0297,facebook,fake,35,544,69,3,29,0,0,43,0.2857,14,3,0.2814,1.26,0.722
leocosta,instagram,real,396,178,4,134,488,1,0,72,0.0,8,37,0.8165,50.54,1.928
dev.alvarez,instagram,real,302,216,37,477,888,1,0,162,0.0,11,28,0.8333,28.07,3.759
ravibrook,instagram,real,167,140,34,1,30,1,0,1,0.0,9,5,0.3529,4.97,0.157
theo_okoye2,instagram,real,299,671,28,9,27,1,0,22,0.0909,11,2,0.4282,33.17,2.283
realnet168240,facebook,fake,4,881,59,2,25,0,0,60,0.4615,13,2,0.3107,2.77,0.547
rohanalvarez7,instagram,fake,10,1136,24,5,28,0,0,17,0.0769,13,1,0.2349,7.1,1.26
net_new6533,facebook,fake,17,787,22,3,145,0,0,22,0.3636,11,0,0.2915,2.54,0.158
acc035015,instagram,fake,12,2018,19,2,15,1,0,34,0.6667,9,2,0.4184,3.79,0.734
samirpark,instagram,real,107,272,6,30,168,1,1,79,0.0,9,29,0.8647,66.24,1.241
samirrao7,facebook,fake,18,760,27,3,16,1,1,16,0.1111,9,1,0.5512,2.66,1.113
win.official416958,instagram,fake,7,2148,7,3,6,1,0,0,0.3333,18,1,0.3504,3.64,6.699
real.4020,instagram,fake,172,1666,11,90,18,1,1,130,0.4444,9,12,0.8416,11.36,34.945
real_3551,facebook,fake,47,520,8,32,1064,1,0,61,0.4444,9,3,0.7617,1.65,0.213
official.741667,twitter,fake,10,1789,6,59,1695,1,0,47,0.4,15,1,0.7653,2.94,0.245
leokhan90,instagram,real,145,208,51,49,468,1,0,72,0.2222,9,26,0.8175,4.9,0.736
aishadsouza5,twitter,fake,11,968,10,37,1397,1,0,61,0.0833,12,3,0.7817,0.57,0.186
elenavale,instagram,real,398,244,23,74,1253,1,1,45,0.0,9,13,0.9273,493.22,0.412
ravi_nair2,facebook,real,318,89,803,17,179,1,1,114,0.1,10,56,0.8183,34.98,0.656
devcosta3,instagram,real,1440,368,14,545,1032,1,0,78,0.1111,9,24,0.8298,61.63,3.697
priyaberg,facebook,real,439,164,272,78,803,1,1,133,0.0,9,11,1.0,10.02,0.678
win_870,instagram,fake,42,1729,3,1,48,1,0,35,0.4286,7,2,0.4338,10.64,0.206
noah_singh,instagram,real,6609,259,79,138,621,1,0,77,0.0,10,27,0.8274,13.85,1.558
real_acc0689598,twitter,fake,7,429,4,37,1732,1,0,52,0.4667,15,4,0.7616,1.34,0.15
nina_park,twitter,real,45,140,30,149,900,1,0,66,0.0,9,6,0.8042,1.36,1.16
sienna.singh2,facebook,real,1120,290,254,47,640,1,1,81,0.0769,13,13,1.0,33.45,0.518
follow_xx2429,twitter,fake,8,1366,8,16,807,1,0,62,0.3077,13,2,0.6958,3.28,0.137
leilacosta2,facebook,real,157,277,259,98,330,1,1,73,0.0909,11,46,0.9695,16.06,2.083
elenasantos,instagram,real,622,302,154,462,1489,1,0,75,0.0,11,14,0.8235,928.74,2.171
official399488,facebook,fake,22,797,32,2,14,1,0,44,0.4286,14,5,0.4391,2.21,13.526
id.acc22803,facebook,fake,8,649,64,11,17,0,0,0,0.4545,11,3,0.2214,3.38,4.64
freya_okoye,facebook,real,58,162,994,42,294,0,1,95,0.0,11,3,0.8009,6.09,0.994
q_official1202,twitter,fake,7,1796,2,38,1752,1,0,20,0.2857,14,3,0.7,3.78,0.153
official_51390,instagram,fake,28,817,9,16,618,1,0,40,0.3571,14,2,0.6504,6.75,0.183
claranair4,instagram,fake,83,1195,9,3,28,0,0,34,0.1,10,6,0.264,0.68,0.788
rohankhan5,facebook,fake,7,1569,36,9,23,0,1,33,0.1,10,1,0.4494,0.52,2.698
idfollow223600,instagram,fake,460,915,4,84,45,1,1,36,0.4286,14,5,0.763,29.91,13.121
marcodsouza3,instagram,real,376,166,34,139,657,1,1,179,0.0833,12,11,1.0,60.73,1.477
promotmp31065,twitter,fake,10,674,5,4,2,0,0,22,0.3846,13,3,0.2324,2.25,12.487
xx2555,facebook,fake,9,976,44,6,38,1,0,16,0.6667,6,0,0.4088,3.87,1.073
leo_santos98,twitter,real,232,475,7,899,627,1,0,94,0.1667,12,53,0.8333,10.84,10.039
acc266963,facebook,fake,5,432,25,46,1541,1,0,38,0.6667,9,1,0.7464,1.01,0.209
follow.follow101482,instagram,fake,15,2105,11,1,220,0,0,25,0.3158,19,2,0.2151,1.32,0.031
rohan.weiss2,twitter,real,271,55,41,18,13,1,0,126,0.0833,12,5,0.5802,3.11,9.592
tmp_acc5784,twitter,fake,14,572,3,29,22,1,0,18,0.3636,11,4,0.5027,0.76,9.259
omar.moreau2,facebook,real,97,218,516,30,625,1,1,141,0.0833,12,37,0.9599,15.43,0.34
xx.id323272,instagram,fake,55,2781,5,13,42,0,0,6,0.5455,11,2,0.2549,1.47,2.23
theo_singh,facebook,real,700,142,585,20,560,1,1,42,0.0,10,8,0.8372,58.79,0.247
acctmp7806,instagram,fake,17,1748,3,1,36,1,0,34,0.4,10,3,0.4246,1.74,0.194
zara.park2,facebook,real,67,176,238,53,2279,1,1,111,0.1,10,24,1.0,27.56,0.162
official.net2919582,instagram,fake,30,1284,7,41,420,1,0,58,0.3684,19,3,0.6798,3.77,0.691
noahdsouza4,instagram,real,244,273,18,252,1417,1,0,189,0.0909,11,10,0.8333,58.44,1.243
id_xx2733970,facebook,fake,20,840,19,4,47,0,0,45,0.5833,12,1,0.2966,2.94,0.543
mayakhan2,instagram,real,81,568,6,5,39,1,0,15,0.1111,9,1,0.4024,4.17,0.9
felix.nair,facebook,real,561,118,296,88,404,1,1,43,0.0,10,11,0.9219,116.98,1.525
islaiyer4,facebook,fake,21,621,9,17,51,1,0,9,0.1111,9,1,0.4477,2.56,2.387
marcohassan4,instagram,real,1411,610,12,135,661,1,1,65,0.0833,12,5,0.9692,44.65,1.429
promo_promo8830,twitter,fake,8,1335,5,22,63,0,0,5,0.2667,15,1,0.2974,1.9,2.452
priya_rao4,instagram,real,258,238,67,107,107,1,0,56,0.1,10,4,0.6654,38.35,6.999
isla_rao,instagram,real,130,321,16,192,2172,1,1,108,0.0,8,16,1.0,15.6,0.62
priya.alvarez3,facebook,real,315,148,950,248,370,1,1,34,0.0714,14,19,0.9045,39.73,4.688
arjun.alvarez,twitter,real,441,154,11,98,829,1,0,76,0.0,13,12,0.8251,34.17,0.826
followdeal280,instagram,fake,26,2234,13,2,12,0,0,25,0.2308,13,1,0.2341,2.06,1.384
promo8163,facebook,fake,319,426,32,26,42,1,1,78,0.4444,9,12,0.7915,15.06,4.39
samir.moreau95,facebook,real,112,144,275,24,1048,1,1,60,0.1429,14,5,0.889,34.13,0.157
amaracosta,twitter,real,100,175,5,512,914,1,1,93,0.0,10,5,1.0,14.05,3.919
netacc77287,instagram,fake,54,856,7,2,54,0,0,37,0.4545,11,2,0.2765,1.29,0.261
priya.santos3,twitter,real,200,97,25,19,17,0,0,58,0.0769,13,1,0.3757,0.58,7.947
leo_park,instagram,real,179,654,39,117,1580,1,0,159,0.0,8,31,0.8333,28.3,0.518
aditya_nair,facebook,real,488,70,489,265,1099,1,1,3,0.0,11,5,0.839,1.96,1.689
freyarao2,twitter,real,367,124,14,34,752,1,0,128,0.1111,9,31,0.8071,5.79,0.314
bot.net05899,facebook,fake,9,914,42,3,15,1,0,54,0.4167,12,2,0.4648,1.43,1.363
ravibrook7,instagram,fake,38,1405,7,6,114,0,0,0,0.1,10,1,0.2441,0.93,0.374
isla.moreau90,twitter,real,3135,513,30,18,42,1,0,139,0.1538,13,1,0.5958,2.36,3.065
anika.nguyen5,twitter,real,369,89,7,290,702,1,0,106,0.0769,13,14,0.8333,33.13,2.888
dealq6543,instagram,fake,10,611,47,3,9,1,0,21,0.4444,9,1,0.3955,3.45,12.561
felixokoye3,instagram,real,1628,608,30,3,54,1,1,170,0.0909,11,2,0.7057,25.64,0.447
clara_okoye2,twitter,real,219,609,16,216,1373,1,0,26,0.0833,12,14,0.72,28.62,1.103
noah.costa2,facebook,real,369,126,136,22,473,1,0,97,0.0909,11,54,0.759,12.28,0.328
leilakhan2,twitter,real,45,298,27,1,41,0,0,14,0.1,10,6,0.2195,0.47,0.205
net.8039542,twitter,fake,308,1543,8,31,29,1,1,83,0.6364,11,9,0.8074,21.54,7.386
samirvale2,facebook,real,227,89,365,17,30,1,1,91,0.1,10,7,0.7499,8.72,3.894
id_450698,facebook,fake,394,830,15,32,30,1,1,147,0.6667,9,3,0.8133,27.94,7.442
leorao,twitter,real,235,163,32,443,436,1,0,65,0.0,6,14,0.8028,39.76,7.119
omar_berg2,instagram,real,1120,236,10,134,308,1,0,44,0.1,10,39,0.7315,238.14,3.048
clara.kade92,instagram,real,186,337,27,85,667,1,1,128,0.1667,12,15,1.0,174.84,0.893
deal9078,instagram,fake,49,1519,8,3,29,0,1,43,0.5,8,6,0.4507,7.69,0.795
samir_nair2,instagram,real,1643,316,90,15,293,1,1,84,0.0909,11,16,0.8615,8.19,0.35
noah_rao,twitter,real,148,165,26,13,1862,0,0,0,0.0,8,6,0.3884,1.61,0.05
botreal112,facebook,fake,2,1286,12,4,12,1,0,18,0.3,10,1,0.3932,2.07,13.336
follow_acc31714,facebook,fake,24,1089,28,1,92,0,0,22,0.3333,15,2,0.2579,1.58,0.078
leilacosta3,facebook,real,678,100,761,56,355,1,1,28,0.0909,11,11,0.8873,3.72,1.098
xx_deal97391,facebook,fake,453,656,49,41,17,1,1,139,0.4167,12,15,0.8411,31.77,16.911
win2602,facebook,fake,23,931,4,2,86,0,0,54,0.5714,7,1,0.3282,1.56,0.201
acc068,instagram,fake,17,1398,6,2,9,0,0,9,0.5,6,2,0.1968,3.98,1.243
jonas.rao2,facebook,real,258,193,92,11,615,1,0,17,0.1,10,16,0.5827,2.64,0.129
hugo_dsouza,twitter,real,255,526,51,216,1178,1,0,49,0.0,11,7,0.7688,3.42,1.283
freyakade8,instagram,fake,45,2066,4,6,4,1,0,25,0.1,10,1,0.4151,3.96,11.356
lucianguyen7,twitter,fake,9,802,2,2,32,1,0,28,0.0833,12,2,0.4152,2.36,0.483
xxid105730,instagram,fake,19,2224,13,2,104,0,0,28,0.6,10,0,0.2812,4.72,0.14
zara.dsouza,facebook,real,720,164,501,87,773,1,0,73,0.0,11,8,0.8188,12.38,0.786
amarachen,facebook,real,84,81,298,10,44,1,1,96,0.0,9,1,0.7291,5.03,1.616
clara.santos2,instagram,real,486,204,15,16,468,1,0,36,0.0769,13,44,0.6418,126.43,0.24
win_new80239,facebook,fake,8,828,19,5,14,1,0,17,0.4167,12,2,0.3953,1.01,2.37
acc.net978,instagram,fake,73,331,5,3,60,1,0,51,0.3,10,3,0.4779,1.45,0.311
ravi_nair3,facebook,real,189,152,261,11,538,1,1,18,0.1,10,17,0.749,19.21,0.138
net_967,instagram,fake,11,1623,11,1,92,0,0,37,0.4286,7,2,0.289,11.59,0.072
